round,config,avg_score,ts
756,ungrounded,,1785690986
756,lexical,,1785690986
756,vector,,1785690986
757,ungrounded,,1785690986
757,lexical,,1785690986
757,vector,,1785690986
758,ungrounded,,1785690986
758,lexical,,1785690986
758,vector,,1785690986
759,ungrounded,,1785690986
759,lexical,,1785690986
759,vector,,1785690986
760,ungrounded,,1785690986
760,lexical,,1785690986
760,vector,,1785690986
761,ungrounded,,1785690986
761,lexical,,1785690986
761,vector,,1785690986
762,ungrounded,,1785690986
762,lexical,,1785690986
762,vector,,1785690986
763,ungrounded,,1785690986
763,lexical,,1785690986
763,vector,,1785690986
764,ungrounded,,1785690986
764,lexical,,1785690986
764,vector,,1785690986
765,ungrounded,,1785690986
765,lexical,,1785690987
765,vector,,1785690987
766,ungrounded,,1785690987
766,lexical,,1785690987
766,vector,,1785690987
767,ungrounded,,1785690987
767,lexical,,1785690987
767,vector,,1785690987
768,ungrounded,,1785690987
768,lexical,,1785690987
768,vector,,1785690987
769,ungrounded,,1785690987
769,lexical,,1785690987
769,vector,,1785690987
770,ungrounded,,1785690987
770,lexical,,1785690987
770,vector,,1785690987
771,ungrounded,,1785690987
771,lexical,,1785690987
771,vector,,1785690987
772,ungrounded,,1785690987
772,lexical,,1785690987
772,vector,,1785690987
773,ungrounded,,1785690987
773,lexical,,1785690987
773,vector,,1785690987
774,ungrounded,,1785690987
774,lexical,,1785690987
774,vector,,1785690987
775,ungrounded,,1785690987
775,lexical,,1785690987
775,vector,,1785690987
776,ungrounded,,1785690987
776,lexical,,1785690987
776,vector,,1785690987
777,ungrounded,,1785690987
777,lexical,,1785690987
777,vector,,1785690987
778,ungrounded,,1785690987
778,lexical,,1785690987
778,vector,,1785690987
779,ungrounded,,1785690987
779,lexical,,1785690987
779,vector,,1785690987
780,ungrounded,,1785690987
780,lexical,,1785690987
780,vector,,1785690987
781,ungrounded,,1785690987
781,lexical,,1785690987
781,vector,,1785690987
782,ungrounded,,1785690987
782,lexical,,1785690987
782,vector,,1785690987
783,ungrounded,,1785690987
783,lexical,,1785690987
783,vector,,1785690987
784,ungrounded,,1785690987
784,lexical,,1785690987
784,vector,,1785690987
785,ungrounded,,1785690987
785,lexical,,1785690987
785,vector,,1785690987
786,ungrounded,,1785690987
786,lexical,,1785690987
786,vector,,1785690987
787,ungrounded,,1785690987
787,lexical,,1785690987
787,vector,,1785690987
788,ungrounded,,1785690987
788,lexical,,1785690987
788,vector,,1785690987
789,ungrounded,,1785690987
789,lexical,,1785690987
789,vector,,1785690987
790,ungrounded,,1785690987
790,lexical,,1785690987
790,vector,,1785690987
791,ungrounded,,1785690987
791,lexical,,1785690987
791,vector,,1785690987
792,ungrounded,,1785690987
792,lexical,,1785690987
792,vector,,1785690987
793,ungrounded,,1785690987
793,lexical,,1785690987
793,vector,,1785690987
794,ungrounded,,1785690987
794,lexical,,1785690987
794,vector,,1785690987
795,ungrounded,,1785690987
795,lexical,,1785690987
795,vector,,1785690987
796,ungrounded,,1785690987
796,lexical,,1785690987
796,vector,,1785690987
797,ungrounded,,1785690988
797,lexical,,1785690988
797,vector,,1785690988
798,ungrounded,,1785690988
798,lexical,,1785690988
798,vector,,1785690988
799,ungrounded,,1785690988
799,lexical,,1785690988
799,vector,,1785690988
800,ungrounded,,1785690988
800,lexical,,1785690988
800,vector,,1785690988
801,ungrounded,,1785690988
801,lexical,,1785690988
801,vector,,1785690988
802,ungrounded,,1785690988
802,lexical,,1785690988
802,vector,,1785690988
803,ungrounded,,1785690988
803,lexical,,1785690988
803,vector,,1785690988
804,ungrounded,,1785690988
804,lexical,,1785690988
804,vector,,1785690988
805,ungrounded,,1785690988
805,lexical,,1785690988
805,vector,,1785690988
806,ungrounded,,1785690988
806,lexical,,1785690988
806,vector,,1785690988
807,ungrounded,,1785690988
807,lexical,,1785690988
807,vector,,1785690988
808,ungrounded,,1785690988
808,lexical,,1785690988
808,vector,,1785690988
809,ungrounded,,1785690988
809,lexical,,1785690988
809,vector,,1785690988
810,ungrounded,,1785690988
810,lexical,,1785690988
810,vector,,1785690988
811,ungrounded,,1785690988
811,lexical,,1785690988
811,vector,,1785690988
812,ungrounded,,1785690988
812,lexical,,1785690988
812,vector,,1785690988
813,ungrounded,,1785690988
813,lexical,,1785690988
813,vector,,1785690988
814,ungrounded,,1785690988
814,lexical,,1785690988
814,vector,,1785690988
815,ungrounded,,1785690988
815,lexical,,1785690988
815,vector,,1785690988
816,ungrounded,,1785690988
816,lexical,,1785690988
816,vector,,1785690988
817,ungrounded,,1785690988
817,lexical,,1785690988
817,vector,,1785690988
818,ungrounded,,1785690988
818,lexical,,1785690988
818,vector,,1785690988
819,ungrounded,,1785690988
819,lexical,,1785690988
819,vector,,1785690988
820,ungrounded,,1785690988
820,lexical,,1785690988
820,vector,,1785690988
821,ungrounded,,1785690988
821,lexical,,1785690988
821,vector,,1785690988
822,ungrounded,,1785690988
822,lexical,,1785690988
822,vector,,1785690988
823,ungrounded,,1785690988
823,lexical,,1785690988
823,vector,,1785690988
824,ungrounded,,1785690988
824,lexical,,1785690988
824,vector,,1785690989
825,ungrounded,,1785690989
825,lexical,,1785690989
825,vector,,1785690989
826,ungrounded,,1785690989
826,lexical,,1785690989
826,vector,,1785690989
827,ungrounded,,1785690989
827,lexical,,1785690989
827,vector,,1785690989
828,ungrounded,,1785690989
828,lexical,,1785690989
828,vector,,1785690989
829,ungrounded,,1785690989
829,lexical,,1785690989
829,vector,,1785690989
830,ungrounded,,1785690989
830,lexical,,1785690989
830,vector,,1785690989
831,ungrounded,,1785690989
831,lexical,,1785690989
831,vector,,1785690989
832,ungrounded,,1785690989
832,lexical,,1785690989
832,vector,,1785690989
833,ungrounded,,1785690989
833,lexical,,1785690989
833,vector,,1785690989
834,ungrounded,,1785690989
834,lexical,,1785690989
834,vector,,1785690989
835,ungrounded,,1785690989
835,lexical,,1785690989
835,vector,,1785690989
836,ungrounded,,1785690989
836,lexical,,1785690989
836,vector,,1785690989
837,ungrounded,,1785690989
837,lexical,,1785690989
837,vector,,1785690989
838,ungrounded,,1785690989
838,lexical,,1785690989
838,vector,,1785690989
839,ungrounded,,1785690989
839,lexical,,1785690989
839,vector,,1785690989
840,ungrounded,,1785690990
840,lexical,,1785690990
840,vector,,1785690990
841,ungrounded,,1785690990
841,lexical,,1785690990
841,vector,,1785690990
842,ungrounded,,1785690990
842,lexical,,1785690990
842,vector,,1785690990
843,ungrounded,,1785690990
843,lexical,,1785690990
843,vector,,1785690990
844,ungrounded,,1785690990
844,lexical,,1785690990
844,vector,,1785690990
845,ungrounded,,1785690990
845,lexical,,1785690990
845,vector,,1785690990
846,ungrounded,,1785690990
846,lexical,,1785690990
846,vector,,1785690990
847,ungrounded,,1785690990
847,lexical,,1785690990
847,vector,,1785690990
848,ungrounded,,1785690990
848,lexical,,1785690990
848,vector,,1785690990
849,ungrounded,,1785690990
849,lexical,,1785690990
849,vector,,1785690990
850,ungrounded,,1785690990
850,lexical,,1785690990
850,vector,,1785690990
851,ungrounded,,1785690990
851,lexical,,1785690990
851,vector,,1785690990
852,ungrounded,,1785690990
852,lexical,,1785690990
852,vector,,1785690990
853,ungrounded,,1785690990
853,lexical,,1785690990
853,vector,,1785690990
854,ungrounded,,1785690990
854,lexical,,1785690990
854,vector,,1785690990
855,ungrounded,,1785690990
855,lexical,,1785690990
855,vector,,1785690990
856,ungrounded,,1785690990
856,lexical,,1785690990
856,vector,,1785690990
857,ungrounded,,1785690990
857,lexical,,1785690990
857,vector,,1785690990
858,ungrounded,,1785690990
858,lexical,,1785690990
858,vector,,1785690990
859,ungrounded,,1785690990
859,lexical,,1785690990
859,vector,,1785690990
860,ungrounded,,1785690990
860,lexical,,1785690990
860,vector,,1785690990
861,ungrounded,,1785690990
861,lexical,,1785690990
861,vector,,1785690990
862,ungrounded,,1785690990
862,lexical,,1785690990
862,vector,,1785690990
863,ungrounded,,1785690990
863,lexical,,1785690990
863,vector,,1785690990
864,ungrounded,,1785690990
864,lexical,,1785690990
864,vector,,1785690990
865,ungrounded,,1785690990
865,lexical,,1785690990
865,vector,,1785690990
866,ungrounded,,1785690990
866,lexical,,1785690990
866,vector,,1785690990
867,ungrounded,,1785690990
867,lexical,,1785690990
867,vector,,1785690990
868,ungrounded,,1785690991
868,lexical,,1785690991
868,vector,,1785690991
869,ungrounded,,1785690991
869,lexical,,1785690991
869,vector,,1785690991
870,ungrounded,,1785690991
870,lexical,,1785690991
870,vector,,1785690991
871,ungrounded,,1785690991
871,lexical,,1785690991
871,vector,,1785690991
872,ungrounded,,1785690991
872,lexical,,1785690991
872,vector,,1785690991
873,ungrounded,,1785690991
873,lexical,,1785690991
873,vector,,1785690991
874,ungrounded,,1785690991
874,lexical,,1785690991
874,vector,,1785690991
875,ungrounded,,1785690991
875,lexical,,1785690991
875,vector,,1785690991
876,ungrounded,,1785690991
876,lexical,,1785690991
876,vector,,1785690991
877,ungrounded,,1785690991
877,lexical,,1785690991
877,vector,,1785690991
878,ungrounded,,1785690991
878,lexical,,1785690991
878,vector,,1785690991
879,ungrounded,,1785690991
879,lexical,,1785690991
879,vector,,1785690991
880,ungrounded,,1785690991
880,lexical,,1785690991
880,vector,,1785690991
881,ungrounded,,1785690991
881,lexical,,1785690991
881,vector,,1785690991
882,ungrounded,,1785690991
882,lexical,,1785690991
882,vector,,1785690991
883,ungrounded,,1785690991
883,lexical,,1785690991
883,vector,,1785690991
884,ungrounded,,1785690991
884,lexical,,1785690991
884,vector,,1785690991
885,ungrounded,,1785690991
885,lexical,,1785690991
885,vector,,1785690991
886,ungrounded,,1785690991
886,lexical,,1785690991
886,vector,,1785690991
887,ungrounded,,1785690991
887,lexical,,1785690991
887,vector,,1785690991
888,ungrounded,,1785690991
888,lexical,,1785690991
888,vector,,1785690991
889,ungrounded,,1785690991
889,lexical,,1785690991
889,vector,,1785690991
890,ungrounded,,1785690991
890,lexical,,1785690991
890,vector,,1785690991
891,ungrounded,,1785690991
891,lexical,,1785690991
891,vector,,1785690991
892,ungrounded,,1785690991
892,lexical,,1785690991
892,vector,,1785690991
893,ungrounded,,1785690991
893,lexical,,1785690991
893,vector,,1785690991
894,ungrounded,,1785690991
894,lexical,,1785690991
894,vector,,1785690991
895,ungrounded,,1785690991
895,lexical,,1785690991
895,vector,,1785690991
896,ungrounded,,1785690991
896,lexical,,1785690991
896,vector,,1785690991
897,ungrounded,,1785690992
897,lexical,,1785690992
897,vector,,1785690992
898,ungrounded,,1785690992
898,lexical,,1785690992
898,vector,,1785690992
899,ungrounded,,1785690992
899,lexical,,1785690992
899,vector,,1785690992
900,ungrounded,,1785690992
900,lexical,,1785690992
900,vector,,1785690992
901,ungrounded,,1785690992
901,lexical,,1785690992
901,vector,,1785690992
902,ungrounded,,1785690992
902,lexical,,1785690992
902,vector,,1785690992
903,ungrounded,,1785690992
903,lexical,,1785690992
903,vector,,1785690992
904,ungrounded,,1785690992
904,lexical,,1785690992
904,vector,,1785690992
905,ungrounded,,1785690992
905,lexical,,1785690992
905,vector,,1785690992
906,ungrounded,,1785690992
906,lexical,,1785690992
906,vector,,1785690992
907,ungrounded,,1785690992
907,lexical,,1785690992
907,vector,,1785690992
908,ungrounded,,1785690992
908,lexical,,1785690992
908,vector,,1785690992
909,ungrounded,,1785690992
909,lexical,,1785690992
909,vector,,1785690992
910,ungrounded,,1785690992
910,lexical,,1785690992
910,vector,,1785690992
911,ungrounded,,1785690992
911,lexical,,1785690992
911,vector,,1785690992
912,ungrounded,,1785690992
912,lexical,,1785690992
912,vector,,1785690992
913,ungrounded,,1785690992
913,lexical,,1785690992
913,vector,,1785690992
914,ungrounded,,1785690992
914,lexical,,1785690992
914,vector,,1785690992
915,ungrounded,,1785690992
915,lexical,,1785690992
915,vector,,1785690992
916,ungrounded,,1785690992
916,lexical,,1785690992
916,vector,,1785690992
917,ungrounded,,1785690992
917,lexical,,1785690992
917,vector,,1785690992
918,ungrounded,,1785690992
918,lexical,,1785690992
918,vector,,1785690992
919,ungrounded,,1785690992
919,lexical,,1785690992
919,vector,,1785690992
920,ungrounded,,1785690992
920,lexical,,1785690992
920,vector,,1785690992
921,ungrounded,,1785690992
921,lexical,,1785690992
921,vector,,1785690992
922,ungrounded,,1785690992
922,lexical,,1785690992
922,vector,,1785690992
923,ungrounded,,1785690992
923,lexical,,1785690992
923,vector,,1785690992
924,ungrounded,,1785690992
924,lexical,,1785690992
924,vector,,1785690992
925,ungrounded,,1785690992
925,lexical,,1785690992
925,vector,,1785690992
926,ungrounded,,1785690992
926,lexical,,1785690992
926,vector,,1785690992
927,ungrounded,,1785690993
927,lexical,,1785690993
927,vector,,1785690993
928,ungrounded,,1785690993
928,lexical,,1785690993
928,vector,,1785690993
929,ungrounded,,1785690993
929,lexical,,1785690993
929,vector,,1785690993
930,ungrounded,,1785690993
930,lexical,,1785690993
930,vector,,1785690993
931,ungrounded,,1785690993
931,lexical,,1785690993
931,vector,,1785690993
932,ungrounded,,1785690993
932,lexical,,1785690993
932,vector,,1785690993
933,ungrounded,,1785690993
933,lexical,,1785690993
933,vector,,1785690993
934,ungrounded,,1785690993
934,lexical,,1785690993
934,vector,,1785690993
935,ungrounded,,1785690993
935,lexical,,1785690993
935,vector,,1785690993
936,ungrounded,,1785690993
936,lexical,,1785690993
936,vector,,1785690993
937,ungrounded,,1785690993
937,lexical,,1785690993
937,vector,,1785690993
938,ungrounded,,1785690993
938,lexical,,1785690993
938,vector,,1785690993
939,ungrounded,,1785690993
939,lexical,,1785690993
939,vector,,1785690993
940,ungrounded,,1785690993
940,lexical,,1785690993
940,vector,,1785690993
941,ungrounded,,1785690993
941,lexical,,1785690993
941,vector,,1785690993
942,ungrounded,,1785690993
942,lexical,,1785690993
942,vector,,1785690993
943,ungrounded,,1785690993
943,lexical,,1785690993
943,vector,,1785690993
944,ungrounded,,1785690993
944,lexical,,1785690993
944,vector,,1785690993
945,ungrounded,,1785690993
945,lexical,,1785690993
945,vector,,1785690993
946,ungrounded,,1785690993
946,lexical,,1785690993
946,vector,,1785690993
947,ungrounded,,1785690993
947,lexical,,1785690993
947,vector,,1785690993
948,ungrounded,,1785690993
948,lexical,,1785690993
948,vector,,1785690993
949,ungrounded,,1785690993
949,lexical,,1785690993
949,vector,,1785690993
950,ungrounded,,1785690993
950,lexical,,1785690993
950,vector,,1785690993
951,ungrounded,,1785690993
951,lexical,,1785690993
951,vector,,1785690993
952,ungrounded,,1785690993
952,lexical,,1785690993
952,vector,,1785690993
953,ungrounded,,1785690993
953,lexical,,1785690993
953,vector,,1785690993
954,ungrounded,,1785690993
954,lexical,,1785690993
954,vector,,1785690993
955,ungrounded,,1785690993
955,lexical,,1785690993
955,vector,,1785690993
956,ungrounded,,1785690993
956,lexical,,1785690993
956,vector,,1785690993
957,ungrounded,,1785690993
957,lexical,,1785690993
957,vector,,1785690993
958,ungrounded,,1785690994
958,lexical,,1785690994
958,vector,,1785690994
959,ungrounded,,1785690994
959,lexical,,1785690994
959,vector,,1785690994
960,ungrounded,,1785690994
960,lexical,,1785690994
960,vector,,1785690994
961,ungrounded,,1785690994
961,lexical,,1785690994
961,vector,,1785690994
962,ungrounded,,1785690994
962,lexical,,1785690994
962,vector,,1785690994
963,ungrounded,,1785690994
963,lexical,,1785690994
963,vector,,1785690994
964,ungrounded,,1785690994
964,lexical,,1785690994
964,vector,,1785690994
965,ungrounded,,1785690994
965,lexical,,1785690994
965,vector,,1785690994
966,ungrounded,,1785690994
966,lexical,,1785690994
966,vector,,1785690994
967,ungrounded,,1785690994
967,lexical,,1785690994
967,vector,,1785690994
968,ungrounded,,1785690994
968,lexical,,1785690994
968,vector,,1785690994
969,ungrounded,,1785690994
969,lexical,,1785690994
969,vector,,1785690994
970,ungrounded,,1785690994
970,lexical,,1785690994
970,vector,,1785690994
971,ungrounded,,1785690994
971,lexical,,1785690994
971,vector,,1785690994
972,ungrounded,,1785690994
972,lexical,,1785690994
972,vector,,1785690994
973,ungrounded,,1785690994
973,lexical,,1785690994
973,vector,,1785690994
974,ungrounded,,1785690994
974,lexical,,1785690994
974,vector,,1785690994
975,ungrounded,,1785690994
975,lexical,,1785690994
975,vector,,1785690994
976,ungrounded,,1785690994
976,lexical,,1785690994
976,vector,,1785690994
977,ungrounded,,1785690994
977,lexical,,1785690994
977,vector,,1785690994
978,ungrounded,,1785690994
978,lexical,,1785690994
978,vector,,1785690994
979,ungrounded,,1785690994
979,lexical,,1785690994
979,vector,,1785690994
980,ungrounded,,1785690994
980,lexical,,1785690994
980,vector,,1785690994
981,ungrounded,,1785690994
981,lexical,,1785690994
981,vector,,1785690994
982,ungrounded,,1785690994
982,lexical,,1785690994
982,vector,,1785690994
983,ungrounded,,1785690994
983,lexical,,1785690994
983,vector,,1785690994
984,ungrounded,,1785690994
984,lexical,,1785690994
984,vector,,1785690994
985,ungrounded,,1785690994
985,lexical,,1785690994
985,vector,,1785690994
986,ungrounded,,1785690994
986,lexical,,1785690994
986,vector,,1785690994
987,ungrounded,,1785690994
987,lexical,,1785690994
987,vector,,1785690994
988,ungrounded,,1785690994
988,lexical,,1785690994
988,vector,,1785690994
989,ungrounded,,1785690994
989,lexical,,1785690995
989,vector,,1785690995
990,ungrounded,,1785690995
990,lexical,,1785690995
990,vector,,1785690995
991,ungrounded,,1785690995
991,lexical,,1785690995
991,vector,,1785690995
992,ungrounded,,1785690995
992,lexical,,1785690995
992,vector,,1785690995
993,ungrounded,,1785690995
993,lexical,,1785690995
993,vector,,1785690995
994,ungrounded,,1785690995
994,lexical,,1785690995
994,vector,,1785690995
995,ungrounded,,1785690995
995,lexical,,1785690995
995,vector,,1785690995
996,ungrounded,,1785690995
996,lexical,,1785690995
996,vector,,1785690995
997,ungrounded,,1785690995
997,lexical,,1785690995
997,vector,,1785690995
998,ungrounded,,1785690995
998,lexical,,1785690995
998,vector,,1785690995
999,ungrounded,,1785690995
999,lexical,,1785690995
999,vector,,1785690995
1000,ungrounded,,1785690995
1000,lexical,,1785690995
1000,vector,,1785690995
1001,ungrounded,,1785690995
1001,lexical,,1785690995
1001,vector,,1785690995
1002,ungrounded,,1785690995
1002,lexical,,1785690995
1002,vector,,1785690995
1003,ungrounded,,1785690995
1003,lexical,,1785690995
1003,vector,,1785690995
1004,ungrounded,,1785690995
1004,lexical,,1785690995
1004,vector,,1785690995
1005,ungrounded,,1785690995
1005,lexical,,1785690995
1005,vector,,1785690995
1006,ungrounded,,1785690995
1006,lexical,,1785690995
1006,vector,,1785690995
1007,ungrounded,,1785690995
1007,lexical,,1785690995
1007,vector,,1785690995
1008,ungrounded,,1785690995
1008,lexical,,1785690995
1008,vector,,1785690995
1009,ungrounded,,1785690995
1009,lexical,,1785690995
1009,vector,,1785690995
1010,ungrounded,,1785690995
1010,lexical,,1785690995
1010,vector,,1785690995
1011,ungrounded,,1785690995
1011,lexical,,1785690995
1011,vector,,1785690995
1012,ungrounded,,1785690995
1012,lexical,,1785690995
1012,vector,,1785690995
1013,ungrounded,,1785690995
1013,lexical,,1785690995
1013,vector,,1785690995
1014,ungrounded,,1785690995
1014,lexical,,1785690995
1014,vector,,1785690995
1015,ungrounded,,1785690995
1015,lexical,,1785690995
1015,vector,,1785690995
1016,ungrounded,,1785690995
1016,lexical,,1785690995
1016,vector,,1785690995
1017,ungrounded,,1785690995
1017,lexical,,1785690995
1017,vector,,1785690995
1018,ungrounded,,1785690995
1018,lexical,,1785690995
1018,vector,,1785690995
1019,ungrounded,,1785690995
1019,lexical,,1785690995
1019,vector,,1785690995
1020,ungrounded,,1785690995
1020,lexical,,1785690995
1020,vector,,1785690995
1021,ungrounded,,1785690996
1021,lexical,,1785690996
1021,vector,,1785690996
1022,ungrounded,,1785690996
1022,lexical,,1785690996
1022,vector,,1785690996
1023,ungrounded,,1785690996
1023,lexical,,1785690996
1023,vector,,1785690996
1024,ungrounded,,1785690996
1024,lexical,,1785690996
1024,vector,,1785690996
1025,ungrounded,,1785690996
1025,lexical,,1785690996
1025,vector,,1785690996
1026,ungrounded,,1785690996
1026,lexical,,1785690996
1026,vector,,1785690996
1027,ungrounded,,1785690996
1027,lexical,,1785690996
1027,vector,,1785690996
1028,ungrounded,,1785690996
1028,lexical,,1785690996
1028,vector,,1785690996
1029,ungrounded,,1785690996
1029,lexical,,1785690996
1029,vector,,1785690996
1030,ungrounded,,1785690996
1030,lexical,,1785690996
1030,vector,,1785690996
1031,ungrounded,,1785690996
1031,lexical,,1785690996
1031,vector,,1785690996
1032,ungrounded,,1785690996
1032,lexical,,1785690996
1032,vector,,1785690996
1033,ungrounded,,1785690996
1033,lexical,,1785690996
1033,vector,,1785690996
1034,ungrounded,,1785690996
1034,lexical,,1785690996
1034,vector,,1785690996
1035,ungrounded,,1785690996
1035,lexical,,1785690996
1035,vector,,1785690996
1036,ungrounded,,1785690996
1036,lexical,,1785690996
1036,vector,,1785690996
1037,ungrounded,,1785690996
1037,lexical,,1785690996
1037,vector,,1785690996
1038,ungrounded,,1785690996
1038,lexical,,1785690996
1038,vector,,1785690996
1039,ungrounded,,1785690996
1039,lexical,,1785690996
1039,vector,,1785690996
1040,ungrounded,,1785690996
1040,lexical,,1785690996
1040,vector,,1785690996
1041,ungrounded,,1785690996
1041,lexical,,1785690996
1041,vector,,1785690996
1042,ungrounded,,1785690996
1042,lexical,,1785690996
1042,vector,,1785690996
1043,ungrounded,,1785690996
1043,lexical,,1785690996
1043,vector,,1785690996
1044,ungrounded,,1785690996
1044,lexical,,1785690996
1044,vector,,1785690996
1045,ungrounded,,1785690996
1045,lexical,,1785690996
1045,vector,,1785690996
1046,ungrounded,,1785690996
1046,lexical,,1785690996
1046,vector,,1785690996
1047,ungrounded,,1785690996
1047,lexical,,1785690996
1047,vector,,1785690996
1048,ungrounded,,1785690996
1048,lexical,,1785690996
1048,vector,,1785690996
1049,ungrounded,,1785690996
1049,lexical,,1785690996
1049,vector,,1785690996
1050,ungrounded,,1785690997
1050,lexical,,1785690997
1050,vector,,1785690997
1051,ungrounded,,1785690997
1051,lexical,,1785690997
1051,vector,,1785690997
1052,ungrounded,,1785690997
1052,lexical,,1785690997
1052,vector,,1785690997
1053,ungrounded,,1785690997
1053,lexical,,1785690997
1053,vector,,1785690997
1054,ungrounded,,1785690997
1054,lexical,,1785690997
1054,vector,,1785690997
1055,ungrounded,,1785690997
1055,lexical,,1785690997
1055,vector,,1785690997
1056,ungrounded,,1785690997
1056,lexical,,1785690997
1056,vector,,1785690997
1057,ungrounded,,1785690997
1057,lexical,,1785690997
1057,vector,,1785690997
1058,ungrounded,,1785690997
1058,lexical,,1785690997
1058,vector,,1785690997
1059,ungrounded,,1785690997
1059,lexical,,1785690997
1059,vector,,1785690997
1060,ungrounded,,1785690997
1060,lexical,,1785690997
1060,vector,,1785690997
1061,ungrounded,,1785690997
1061,lexical,,1785690997
1061,vector,,1785690997
1062,ungrounded,,1785690997
1062,lexical,,1785690997
1062,vector,,1785690997
1063,ungrounded,,1785690997
1063,lexical,,1785690997
1063,vector,,1785690997
1064,ungrounded,,1785690997
1064,lexical,,1785690997
1064,vector,,1785690997
1065,ungrounded,,1785690997
1065,lexical,,1785690997
1065,vector,,1785690997
1066,ungrounded,,1785690997
1066,lexical,,1785690997
1066,vector,,1785690997
1067,ungrounded,,1785690997
1067,lexical,,1785690997
1067,vector,,1785690997
1068,ungrounded,,1785690997
1068,lexical,,1785690997
1068,vector,,1785690997
1069,ungrounded,,1785690997
1069,lexical,,1785690997
1069,vector,,1785690997
1070,ungrounded,,1785690997
1070,lexical,,1785690997
1070,vector,,1785690997
1071,ungrounded,,1785690997
1071,lexical,,1785690997
1071,vector,,1785690997
1072,ungrounded,,1785690997
1072,lexical,,1785690997
1072,vector,,1785690997
1073,ungrounded,,1785690997
1073,lexical,,1785690997
1073,vector,,1785690997
1074,ungrounded,,1785690997
1074,lexical,,1785690997
1074,vector,,1785690997
1075,ungrounded,,1785690997
1075,lexical,,1785690997
1075,vector,,1785690997
1076,ungrounded,,1785690997
1076,lexical,,1785690997
1076,vector,,1785690997
1077,ungrounded,,1785690997
1077,lexical,,1785690997
1077,vector,,1785690997
1078,ungrounded,,1785690997
1078,lexical,,1785690997
1078,vector,,1785690997
1079,ungrounded,,1785690997
1079,lexical,,1785690997
1079,vector,,1785690997
1080,ungrounded,,1785690997
1080,lexical,,1785690997
1080,vector,,1785690997
1081,ungrounded,,1785690998
1081,lexical,,1785690998
1081,vector,,1785690998
1082,ungrounded,,1785690998
1082,lexical,,1785690998
1082,vector,,1785690998
1083,ungrounded,,1785690998
1083,lexical,,1785690998
1083,vector,,1785690998
1084,ungrounded,,1785690998
1084,lexical,,1785690998
1084,vector,,1785690998
1085,ungrounded,,1785690998
1085,lexical,,1785690998
1085,vector,,1785690998
1086,ungrounded,,1785690998
1086,lexical,,1785690998
1086,vector,,1785690998
1087,ungrounded,,1785690998
1087,lexical,,1785690998
1087,vector,,1785690998
1088,ungrounded,,1785690998
1088,lexical,,1785690998
1088,vector,,1785690998
1089,ungrounded,,1785690998
1089,lexical,,1785690998
1089,vector,,1785690998
1090,ungrounded,,1785690998
1090,lexical,,1785690998
1090,vector,,1785690998
1091,ungrounded,,1785690998
1091,lexical,,1785690998
1091,vector,,1785690998
1092,ungrounded,,1785690998
1092,lexical,,1785690998
1092,vector,,1785690998
1093,ungrounded,,1785690998
1093,lexical,,1785690998
1093,vector,,1785690998
1094,ungrounded,,1785690998
1094,lexical,,1785690998
1094,vector,,1785690998
1095,ungrounded,,1785690998
1095,lexical,,1785690998
1095,vector,,1785690998
1096,ungrounded,,1785690998
1096,lexical,,1785690998
1096,vector,,1785690998
1097,ungrounded,,1785690998
1097,lexical,,1785690998
1097,vector,,1785690998
1098,ungrounded,,1785690998
1098,lexical,,1785690998
1098,vector,,1785690998
1099,ungrounded,,1785690998
1099,lexical,,1785690998
1099,vector,,1785690998
1100,ungrounded,,1785690998
1100,lexical,,1785690998
1100,vector,,1785690998
1101,ungrounded,,1785690998
1101,lexical,,1785690998
1101,vector,,1785690998
1102,ungrounded,,1785690998
1102,lexical,,1785690998
1102,vector,,1785690998
1103,ungrounded,,1785690998
1103,lexical,,1785690998
1103,vector,,1785690998
1104,ungrounded,,1785690998
1104,lexical,,1785690998
1104,vector,,1785690998
1105,ungrounded,,1785690998
1105,lexical,,1785690998
1105,vector,,1785690998
1106,ungrounded,,1785690998
1106,lexical,,1785690998
1106,vector,,1785690998
1107,ungrounded,,1785690998
1107,lexical,,1785690998
1107,vector,,1785690998
1108,ungrounded,,1785690998
1108,lexical,,1785690998
1108,vector,,1785690998
1109,ungrounded,,1785690998
1109,lexical,,1785690998
1109,vector,,1785690998
1110,ungrounded,,1785690998
1110,lexical,,1785690998
1110,vector,,1785690998
1111,ungrounded,,1785690998
1111,lexical,,1785690998
1111,vector,,1785690998
1112,ungrounded,,1785690999
1112,lexical,,1785690999
1112,vector,,1785690999
1113,ungrounded,,1785690999
1113,lexical,,1785690999
1113,vector,,1785690999
1114,ungrounded,,1785690999
1114,lexical,,1785690999
1114,vector,,1785690999
1115,ungrounded,,1785690999
1115,lexical,,1785690999
1115,vector,,1785690999
1116,ungrounded,,1785690999
1116,lexical,,1785690999
1116,vector,,1785690999
1117,ungrounded,,1785690999
1117,lexical,,1785690999
1117,vector,,1785690999
1118,ungrounded,,1785690999
1118,lexical,,1785690999
1118,vector,,1785690999
1119,ungrounded,,1785690999
1119,lexical,,1785690999
1119,vector,,1785690999
1120,ungrounded,,1785690999
1120,lexical,,1785690999
1120,vector,,1785690999
1121,ungrounded,,1785690999
1121,lexical,,1785690999
1121,vector,,1785690999
1122,ungrounded,,1785690999
1122,lexical,,1785690999
1122,vector,,1785690999
1123,ungrounded,,1785690999
1123,lexical,,1785690999
1123,vector,,1785690999
