round,config,avg_score,ts
378,ungrounded,,1785690974
378,lexical,,1785690974
378,vector,,1785690974
379,ungrounded,,1785690974
379,lexical,,1785690974
379,vector,,1785690974
380,ungrounded,,1785690974
380,lexical,,1785690974
380,vector,,1785690974
381,ungrounded,,1785690974
381,lexical,,1785690974
381,vector,,1785690974
382,ungrounded,,1785690974
382,lexical,,1785690974
382,vector,,1785690974
383,ungrounded,,1785690974
383,lexical,,1785690974
383,vector,,1785690974
384,ungrounded,,1785690974
384,lexical,,1785690974
384,vector,,1785690974
385,ungrounded,,1785690974
385,lexical,,1785690974
385,vector,,1785690974
386,ungrounded,,1785690974
386,lexical,,1785690974
386,vector,,1785690974
387,ungrounded,,1785690974
387,lexical,,1785690974
387,vector,,1785690974
388,ungrounded,,1785690974
388,lexical,,1785690974
388,vector,,1785690974
389,ungrounded,,1785690974
389,lexical,,1785690974
389,vector,,1785690974
390,ungrounded,,1785690974
390,lexical,,1785690974
390,vector,,1785690974
391,ungrounded,,1785690974
391,lexical,,1785690974
391,vector,,1785690974
392,ungrounded,,1785690974
392,lexical,,1785690974
392,vector,,1785690974
393,ungrounded,,1785690974
393,lexical,,1785690974
393,vector,,1785690974
394,ungrounded,,1785690974
394,lexical,,1785690974
394,vector,,1785690974
395,ungrounded,,1785690974
395,lexical,,1785690974
395,vector,,1785690974
396,ungrounded,,1785690974
396,lexical,,1785690974
396,vector,,1785690974
397,ungrounded,,1785690974
397,lexical,,1785690974
397,vector,,1785690974
398,ungrounded,,1785690974
398,lexical,,1785690974
398,vector,,1785690974
399,ungrounded,,1785690974
399,lexical,,1785690974
399,vector,,1785690974
400,ungrounded,,1785690974
400,lexical,,1785690974
400,vector,,1785690974
401,ungrounded,,1785690974
401,lexical,,1785690974
401,vector,,1785690974
402,ungrounded,,1785690974
402,lexical,,1785690975
402,vector,,1785690975
403,ungrounded,,1785690975
403,lexical,,1785690975
403,vector,,1785690975
404,ungrounded,,1785690975
404,lexical,,1785690975
404,vector,,1785690975
405,ungrounded,,1785690975
405,lexical,,1785690975
405,vector,,1785690975
406,ungrounded,,1785690975
406,lexical,,1785690975
406,vector,,1785690975
407,ungrounded,,1785690975
407,lexical,,1785690975
407,vector,,1785690975
408,ungrounded,,1785690975
408,lexical,,1785690975
408,vector,,1785690975
409,ungrounded,,1785690975
409,lexical,,1785690975
409,vector,,1785690975
410,ungrounded,,1785690975
410,lexical,,1785690975
410,vector,,1785690975
411,ungrounded,,1785690975
411,lexical,,1785690975
411,vector,,1785690975
412,ungrounded,,1785690975
412,lexical,,1785690975
412,vector,,1785690975
413,ungrounded,,1785690975
413,lexical,,1785690975
413,vector,,1785690975
414,ungrounded,,1785690975
414,lexical,,1785690975
414,vector,,1785690975
415,ungrounded,,1785690975
415,lexical,,1785690975
415,vector,,1785690975
416,ungrounded,,1785690975
416,lexical,,1785690975
416,vector,,1785690975
417,ungrounded,,1785690975
417,lexical,,1785690975
417,vector,,1785690975
418,ungrounded,,1785690975
418,lexical,,1785690975
418,vector,,1785690975
419,ungrounded,,1785690975
419,lexical,,1785690975
419,vector,,1785690975
420,ungrounded,,1785690975
420,lexical,,1785690975
420,vector,,1785690975
421,ungrounded,,1785690975
421,lexical,,1785690975
421,vector,,1785690975
422,ungrounded,,1785690975
422,lexical,,1785690975
422,vector,,1785690975
423,ungrounded,,1785690975
423,lexical,,1785690975
423,vector,,1785690975
424,ungrounded,,1785690975
424,lexical,,1785690975
424,vector,,1785690975
425,ungrounded,,1785690975
425,lexical,,1785690975
425,vector,,1785690975
426,ungrounded,,1785690975
426,lexical,,1785690975
426,vector,,1785690975
427,ungrounded,,1785690975
427,lexical,,1785690975
427,vector,,1785690975
428,ungrounded,,1785690975
428,lexical,,1785690975
428,vector,,1785690975
429,ungrounded,,1785690975
429,lexical,,1785690975
429,vector,,1785690975
430,ungrounded,,1785690975
430,lexical,,1785690975
430,vector,,1785690975
431,ungrounded,,1785690975
431,lexical,,1785690975
431,vector,,1785690975
432,ungrounded,,1785690975
432,lexical,,1785690975
432,vector,,1785690975
433,ungrounded,,1785690975
433,lexical,,1785690975
433,vector,,1785690975
434,ungrounded,,1785690976
434,lexical,,1785690976
434,vector,,1785690976
435,ungrounded,,1785690976
435,lexical,,1785690976
435,vector,,1785690976
436,ungrounded,,1785690976
436,lexical,,1785690976
436,vector,,1785690976
437,ungrounded,,1785690976
437,lexical,,1785690976
437,vector,,1785690976
438,ungrounded,,1785690976
438,lexical,,1785690976
438,vector,,1785690976
439,ungrounded,,1785690976
439,lexical,,1785690976
439,vector,,1785690976
440,ungrounded,,1785690976
440,lexical,,1785690976
440,vector,,1785690976
441,ungrounded,,1785690976
441,lexical,,1785690976
441,vector,,1785690976
442,ungrounded,,1785690976
442,lexical,,1785690976
442,vector,,1785690976
443,ungrounded,,1785690976
443,lexical,,1785690976
443,vector,,1785690976
444,ungrounded,,1785690976
444,lexical,,1785690976
444,vector,,1785690976
445,ungrounded,,1785690976
445,lexical,,1785690976
445,vector,,1785690976
446,ungrounded,,1785690976
446,lexical,,1785690976
446,vector,,1785690976
447,ungrounded,,1785690976
447,lexical,,1785690976
447,vector,,1785690976
448,ungrounded,,1785690976
448,lexical,,1785690976
448,vector,,1785690976
449,ungrounded,,1785690976
449,lexical,,1785690976
449,vector,,1785690976
450,ungrounded,,1785690976
450,lexical,,1785690976
450,vector,,1785690976
451,ungrounded,,1785690976
451,lexical,,1785690976
451,vector,,1785690976
452,ungrounded,,1785690976
452,lexical,,1785690976
452,vector,,1785690976
453,ungrounded,,1785690976
453,lexical,,1785690976
453,vector,,1785690976
454,ungrounded,,1785690976
454,lexical,,1785690976
454,vector,,1785690976
455,ungrounded,,1785690976
455,lexical,,1785690976
455,vector,,1785690976
456,ungrounded,,1785690976
456,lexical,,1785690976
456,vector,,1785690976
457,ungrounded,,1785690976
457,lexical,,1785690976
457,vector,,1785690976
458,ungrounded,,1785690976
458,lexical,,1785690976
458,vector,,1785690976
459,ungrounded,,1785690976
459,lexical,,1785690976
459,vector,,1785690976
460,ungrounded,,1785690976
460,lexical,,1785690976
460,vector,,1785690976
461,ungrounded,,1785690976
461,lexical,,1785690976
461,vector,,1785690976
462,ungrounded,,1785690976
462,lexical,,1785690976
462,vector,,1785690976
463,ungrounded,,1785690976
463,lexical,,1785690976
463,vector,,1785690976
464,ungrounded,,1785690976
464,lexical,,1785690976
464,vector,,1785690976
465,ungrounded,,1785690976
465,lexical,,1785690976
465,vector,,1785690976
466,ungrounded,,1785690977
466,lexical,,1785690977
466,vector,,1785690977
467,ungrounded,,1785690977
467,lexical,,1785690977
467,vector,,1785690977
468,ungrounded,,1785690977
468,lexical,,1785690977
468,vector,,1785690977
469,ungrounded,,1785690977
469,lexical,,1785690977
469,vector,,1785690977
470,ungrounded,,1785690977
470,lexical,,1785690977
470,vector,,1785690977
471,ungrounded,,1785690977
471,lexical,,1785690977
471,vector,,1785690977
472,ungrounded,,1785690977
472,lexical,,1785690977
472,vector,,1785690977
473,ungrounded,,1785690977
473,lexical,,1785690977
473,vector,,1785690977
474,ungrounded,,1785690977
474,lexical,,1785690977
474,vector,,1785690977
475,ungrounded,,1785690977
475,lexical,,1785690977
475,vector,,1785690977
476,ungrounded,,1785690977
476,lexical,,1785690977
476,vector,,1785690977
477,ungrounded,,1785690977
477,lexical,,1785690977
477,vector,,1785690977
478,ungrounded,,1785690977
478,lexical,,1785690977
478,vector,,1785690977
479,ungrounded,,1785690977
479,lexical,,1785690977
479,vector,,1785690977
480,ungrounded,,1785690977
480,lexical,,1785690977
480,vector,,1785690977
481,ungrounded,,1785690977
481,lexical,,1785690977
481,vector,,1785690977
482,ungrounded,,1785690977
482,lexical,,1785690977
482,vector,,1785690977
483,ungrounded,,1785690977
483,lexical,,1785690977
483,vector,,1785690977
484,ungrounded,,1785690977
484,lexical,,1785690977
484,vector,,1785690977
485,ungrounded,,1785690977
485,lexical,,1785690977
485,vector,,1785690977
486,ungrounded,,1785690977
486,lexical,,1785690977
486,vector,,1785690977
487,ungrounded,,1785690977
487,lexical,,1785690977
487,vector,,1785690977
488,ungrounded,,1785690977
488,lexical,,1785690977
488,vector,,1785690977
489,ungrounded,,1785690977
489,lexical,,1785690977
489,vector,,1785690977
490,ungrounded,,1785690977
490,lexical,,1785690977
490,vector,,1785690977
491,ungrounded,,1785690977
491,lexical,,1785690977
491,vector,,1785690977
492,ungrounded,,1785690977
492,lexical,,1785690977
492,vector,,1785690977
493,ungrounded,,1785690977
493,lexical,,1785690977
493,vector,,1785690977
494,ungrounded,,1785690977
494,lexical,,1785690977
494,vector,,1785690977
495,ungrounded,,1785690977
495,lexical,,1785690977
495,vector,,1785690977
496,ungrounded,,1785690977
496,lexical,,1785690977
496,vector,,1785690977
497,ungrounded,,1785690978
497,lexical,,1785690978
497,vector,,1785690978
498,ungrounded,,1785690978
498,lexical,,1785690978
498,vector,,1785690978
499,ungrounded,,1785690978
499,lexical,,1785690978
499,vector,,1785690978
500,ungrounded,,1785690978
500,lexical,,1785690978
500,vector,,1785690978
501,ungrounded,,1785690978
501,lexical,,1785690978
501,vector,,1785690978
502,ungrounded,,1785690978
502,lexical,,1785690978
502,vector,,1785690978
503,ungrounded,,1785690978
503,lexical,,1785690978
503,vector,,1785690978
504,ungrounded,,1785690978
504,lexical,,1785690978
504,vector,,1785690978
505,ungrounded,,1785690978
505,lexical,,1785690978
505,vector,,1785690978
506,ungrounded,,1785690978
506,lexical,,1785690978
506,vector,,1785690978
507,ungrounded,,1785690978
507,lexical,,1785690978
507,vector,,1785690978
508,ungrounded,,1785690978
508,lexical,,1785690978
508,vector,,1785690978
509,ungrounded,,1785690978
509,lexical,,1785690978
509,vector,,1785690978
510,ungrounded,,1785690978
510,lexical,,1785690978
510,vector,,1785690978
511,ungrounded,,1785690978
511,lexical,,1785690978
511,vector,,1785690978
512,ungrounded,,1785690978
512,lexical,,1785690978
512,vector,,1785690978
513,ungrounded,,1785690978
513,lexical,,1785690978
513,vector,,1785690978
514,ungrounded,,1785690978
514,lexical,,1785690978
514,vector,,1785690978
515,ungrounded,,1785690978
515,lexical,,1785690978
515,vector,,1785690978
516,ungrounded,,1785690978
516,lexical,,1785690978
516,vector,,1785690978
517,ungrounded,,1785690978
517,lexical,,1785690978
517,vector,,1785690978
518,ungrounded,,1785690978
518,lexical,,1785690978
518,vector,,1785690978
519,ungrounded,,1785690978
519,lexical,,1785690978
519,vector,,1785690978
520,ungrounded,,1785690978
520,lexical,,1785690978
520,vector,,1785690978
521,ungrounded,,1785690978
521,lexical,,1785690978
521,vector,,1785690978
522,ungrounded,,1785690978
522,lexical,,1785690978
522,vector,,1785690978
523,ungrounded,,1785690978
523,lexical,,1785690978
523,vector,,1785690978
524,ungrounded,,1785690978
524,lexical,,1785690978
524,vector,,1785690978
525,ungrounded,,1785690978
525,lexical,,1785690978
525,vector,,1785690978
526,ungrounded,,1785690978
526,lexical,,1785690978
526,vector,,1785690978
527,ungrounded,,1785690978
527,lexical,,1785690978
527,vector,,1785690978
528,ungrounded,,1785690979
528,lexical,,1785690979
528,vector,,1785690979
529,ungrounded,,1785690979
529,lexical,,1785690979
529,vector,,1785690979
530,ungrounded,,1785690979
530,lexical,,1785690979
530,vector,,1785690979
531,ungrounded,,1785690979
531,lexical,,1785690979
531,vector,,1785690979
532,ungrounded,,1785690979
532,lexical,,1785690979
532,vector,,1785690979
533,ungrounded,,1785690979
533,lexical,,1785690979
533,vector,,1785690979
534,ungrounded,,1785690979
534,lexical,,1785690979
534,vector,,1785690979
535,ungrounded,,1785690979
535,lexical,,1785690979
535,vector,,1785690979
536,ungrounded,,1785690979
536,lexical,,1785690979
536,vector,,1785690979
537,ungrounded,,1785690979
537,lexical,,1785690979
537,vector,,1785690979
538,ungrounded,,1785690979
538,lexical,,1785690979
538,vector,,1785690979
539,ungrounded,,1785690979
539,lexical,,1785690979
539,vector,,1785690979
540,ungrounded,,1785690979
540,lexical,,1785690979
540,vector,,1785690979
541,ungrounded,,1785690979
541,lexical,,1785690979
541,vector,,1785690979
542,ungrounded,,1785690979
542,lexical,,1785690979
542,vector,,1785690979
543,ungrounded,,1785690979
543,lexical,,1785690979
543,vector,,1785690979
544,ungrounded,,1785690979
544,lexical,,1785690979
544,vector,,1785690979
545,ungrounded,,1785690979
545,lexical,,1785690979
545,vector,,1785690979
546,ungrounded,,1785690979
546,lexical,,1785690979
546,vector,,1785690979
547,ungrounded,,1785690979
547,lexical,,1785690979
547,vector,,1785690979
548,ungrounded,,1785690979
548,lexical,,1785690979
548,vector,,1785690979
549,ungrounded,,1785690979
549,lexical,,1785690979
549,vector,,1785690979
550,ungrounded,,1785690979
550,lexical,,1785690979
550,vector,,1785690979
551,ungrounded,,1785690979
551,lexical,,1785690979
551,vector,,1785690979
552,ungrounded,,1785690979
552,lexical,,1785690979
552,vector,,1785690979
553,ungrounded,,1785690979
553,lexical,,1785690979
553,vector,,1785690979
554,ungrounded,,1785690979
554,lexical,,1785690979
554,vector,,1785690979
555,ungrounded,,1785690979
555,lexical,,1785690979
555,vector,,1785690979
556,ungrounded,,1785690979
556,lexical,,1785690979
556,vector,,1785690979
557,ungrounded,,1785690979
557,lexical,,1785690979
557,vector,,1785690979
558,ungrounded,,1785690979
558,lexical,,1785690979
558,vector,,1785690979
559,ungrounded,,1785690979
559,lexical,,1785690979
559,vector,,1785690979
560,ungrounded,,1785690979
560,lexical,,1785690980
560,vector,,1785690980
561,ungrounded,,1785690980
561,lexical,,1785690980
561,vector,,1785690980
562,ungrounded,,1785690980
562,lexical,,1785690980
562,vector,,1785690980
563,ungrounded,,1785690980
563,lexical,,1785690980
563,vector,,1785690980
564,ungrounded,,1785690980
564,lexical,,1785690980
564,vector,,1785690980
565,ungrounded,,1785690980
565,lexical,,1785690980
565,vector,,1785690980
566,ungrounded,,1785690980
566,lexical,,1785690980
566,vector,,1785690980
567,ungrounded,,1785690980
567,lexical,,1785690980
567,vector,,1785690980
568,ungrounded,,1785690980
568,lexical,,1785690980
568,vector,,1785690980
569,ungrounded,,1785690980
569,lexical,,1785690980
569,vector,,1785690980
570,ungrounded,,1785690980
570,lexical,,1785690980
570,vector,,1785690980
571,ungrounded,,1785690980
571,lexical,,1785690980
571,vector,,1785690980
572,ungrounded,,1785690980
572,lexical,,1785690980
572,vector,,1785690980
573,ungrounded,,1785690980
573,lexical,,1785690980
573,vector,,1785690980
574,ungrounded,,1785690980
574,lexical,,1785690980
574,vector,,1785690980
575,ungrounded,,1785690980
575,lexical,,1785690980
575,vector,,1785690980
576,ungrounded,,1785690980
576,lexical,,1785690980
576,vector,,1785690980
577,ungrounded,,1785690980
577,lexical,,1785690980
577,vector,,1785690980
578,ungrounded,,1785690980
578,lexical,,1785690980
578,vector,,1785690980
579,ungrounded,,1785690980
579,lexical,,1785690980
579,vector,,1785690980
580,ungrounded,,1785690980
580,lexical,,1785690980
580,vector,,1785690980
581,ungrounded,,1785690980
581,lexical,,1785690980
581,vector,,1785690980
582,ungrounded,,1785690980
582,lexical,,1785690980
582,vector,,1785690980
583,ungrounded,,1785690980
583,lexical,,1785690980
583,vector,,1785690980
584,ungrounded,,1785690980
584,lexical,,1785690980
584,vector,,1785690980
585,ungrounded,,1785690980
585,lexical,,1785690980
585,vector,,1785690980
586,ungrounded,,1785690980
586,lexical,,1785690980
586,vector,,1785690980
587,ungrounded,,1785690980
587,lexical,,1785690980
587,vector,,1785690980
588,ungrounded,,1785690980
588,lexical,,1785690980
588,vector,,1785690980
589,ungrounded,,1785690980
589,lexical,,1785690980
589,vector,,1785690980
590,ungrounded,,1785690980
590,lexical,,1785690980
590,vector,,1785690980
591,ungrounded,,1785690980
591,lexical,,1785690980
591,vector,,1785690980
592,ungrounded,,1785690981
592,lexical,,1785690981
592,vector,,1785690981
593,ungrounded,,1785690981
593,lexical,,1785690981
593,vector,,1785690981
594,ungrounded,,1785690981
594,lexical,,1785690981
594,vector,,1785690981
595,ungrounded,,1785690981
595,lexical,,1785690981
595,vector,,1785690981
596,ungrounded,,1785690981
596,lexical,,1785690981
596,vector,,1785690981
597,ungrounded,,1785690981
597,lexical,,1785690981
597,vector,,1785690981
598,ungrounded,,1785690981
598,lexical,,1785690981
598,vector,,1785690981
599,ungrounded,,1785690981
599,lexical,,1785690981
599,vector,,1785690981
600,ungrounded,,1785690981
600,lexical,,1785690981
600,vector,,1785690981
601,ungrounded,,1785690981
601,lexical,,1785690981
601,vector,,1785690981
602,ungrounded,,1785690981
602,lexical,,1785690981
602,vector,,1785690981
603,ungrounded,,1785690981
603,lexical,,1785690981
603,vector,,1785690981
604,ungrounded,,1785690981
604,lexical,,1785690981
604,vector,,1785690981
605,ungrounded,,1785690981
605,lexical,,1785690981
605,vector,,1785690981
606,ungrounded,,1785690981
606,lexical,,1785690981
606,vector,,1785690981
607,ungrounded,,1785690981
607,lexical,,1785690981
607,vector,,1785690981
608,ungrounded,,1785690981
608,lexical,,1785690981
608,vector,,1785690981
609,ungrounded,,1785690981
609,lexical,,1785690981
609,vector,,1785690981
610,ungrounded,,1785690981
610,lexical,,1785690981
610,vector,,1785690981
611,ungrounded,,1785690981
611,lexical,,1785690981
611,vector,,1785690981
612,ungrounded,,1785690981
612,lexical,,1785690981
612,vector,,1785690981
613,ungrounded,,1785690981
613,lexical,,1785690981
613,vector,,1785690981
614,ungrounded,,1785690981
614,lexical,,1785690981
614,vector,,1785690981
615,ungrounded,,1785690981
615,lexical,,1785690981
615,vector,,1785690981
616,ungrounded,,1785690981
616,lexical,,1785690981
616,vector,,1785690981
617,ungrounded,,1785690981
617,lexical,,1785690981
617,vector,,1785690981
618,ungrounded,,1785690981
618,lexical,,1785690981
618,vector,,1785690981
619,ungrounded,,1785690981
619,lexical,,1785690981
619,vector,,1785690981
620,ungrounded,,1785690981
620,lexical,,1785690981
620,vector,,1785690981
621,ungrounded,,1785690981
621,lexical,,1785690981
621,vector,,1785690981
622,ungrounded,,1785690981
622,lexical,,1785690981
622,vector,,1785690981
623,ungrounded,,1785690981
623,lexical,,1785690981
623,vector,,1785690981
624,ungrounded,,1785690982
624,lexical,,1785690982
624,vector,,1785690982
625,ungrounded,,1785690982
625,lexical,,1785690982
625,vector,,1785690982
626,ungrounded,,1785690982
626,lexical,,1785690982
626,vector,,1785690982
627,ungrounded,,1785690982
627,lexical,,1785690982
627,vector,,1785690982
628,ungrounded,,1785690982
628,lexical,,1785690982
628,vector,,1785690982
629,ungrounded,,1785690982
629,lexical,,1785690982
629,vector,,1785690982
630,ungrounded,,1785690982
630,lexical,,1785690982
630,vector,,1785690982
631,ungrounded,,1785690982
631,lexical,,1785690982
631,vector,,1785690982
632,ungrounded,,1785690982
632,lexical,,1785690982
632,vector,,1785690982
633,ungrounded,,1785690982
633,lexical,,1785690982
633,vector,,1785690982
634,ungrounded,,1785690982
634,lexical,,1785690982
634,vector,,1785690982
635,ungrounded,,1785690982
635,lexical,,1785690982
635,vector,,1785690982
636,ungrounded,,1785690982
636,lexical,,1785690982
636,vector,,1785690982
637,ungrounded,,1785690982
637,lexical,,1785690982
637,vector,,1785690982
638,ungrounded,,1785690982
638,lexical,,1785690982
638,vector,,1785690982
639,ungrounded,,1785690982
639,lexical,,1785690982
639,vector,,1785690982
640,ungrounded,,1785690982
640,lexical,,1785690982
640,vector,,1785690982
641,ungrounded,,1785690982
641,lexical,,1785690982
641,vector,,1785690982
642,ungrounded,,1785690982
642,lexical,,1785690982
642,vector,,1785690982
643,ungrounded,,1785690982
643,lexical,,1785690982
643,vector,,1785690982
644,ungrounded,,1785690982
644,lexical,,1785690982
644,vector,,1785690982
645,ungrounded,,1785690982
645,lexical,,1785690982
645,vector,,1785690982
646,ungrounded,,1785690982
646,lexical,,1785690982
646,vector,,1785690982
647,ungrounded,,1785690982
647,lexical,,1785690982
647,vector,,1785690982
648,ungrounded,,1785690982
648,lexical,,1785690982
648,vector,,1785690982
649,ungrounded,,1785690983
649,lexical,,1785690983
649,vector,,1785690983
650,ungrounded,,1785690983
650,lexical,,1785690983
650,vector,,1785690983
651,ungrounded,,1785690983
651,lexical,,1785690983
651,vector,,1785690983
652,ungrounded,,1785690983
652,lexical,,1785690983
652,vector,,1785690983
653,ungrounded,,1785690983
653,lexical,,1785690983
653,vector,,1785690983
654,ungrounded,,1785690983
654,lexical,,1785690983
654,vector,,1785690983
655,ungrounded,,1785690983
655,lexical,,1785690983
655,vector,,1785690983
656,ungrounded,,1785690983
656,lexical,,1785690983
656,vector,,1785690983
657,ungrounded,,1785690983
657,lexical,,1785690983
657,vector,,1785690983
658,ungrounded,,1785690983
658,lexical,,1785690983
658,vector,,1785690983
659,ungrounded,,1785690983
659,lexical,,1785690983
659,vector,,1785690983
660,ungrounded,,1785690983
660,lexical,,1785690983
660,vector,,1785690983
661,ungrounded,,1785690983
661,lexical,,1785690983
661,vector,,1785690983
662,ungrounded,,1785690983
662,lexical,,1785690983
662,vector,,1785690983
663,ungrounded,,1785690983
663,lexical,,1785690983
663,vector,,1785690983
664,ungrounded,,1785690983
664,lexical,,1785690983
664,vector,,1785690983
665,ungrounded,,1785690983
665,lexical,,1785690983
665,vector,,1785690983
666,ungrounded,,1785690983
666,lexical,,1785690983
666,vector,,1785690983
667,ungrounded,,1785690983
667,lexical,,1785690983
667,vector,,1785690983
668,ungrounded,,1785690983
668,lexical,,1785690983
668,vector,,1785690983
669,ungrounded,,1785690983
669,lexical,,1785690983
669,vector,,1785690983
670,ungrounded,,1785690983
670,lexical,,1785690983
670,vector,,1785690983
671,ungrounded,,1785690983
671,lexical,,1785690983
671,vector,,1785690983
672,ungrounded,,1785690983
672,lexical,,1785690983
672,vector,,1785690983
673,ungrounded,,1785690983
673,lexical,,1785690983
673,vector,,1785690983
674,ungrounded,,1785690983
674,lexical,,1785690983
674,vector,,1785690983
675,ungrounded,,1785690983
675,lexical,,1785690983
675,vector,,1785690983
676,ungrounded,,1785690983
676,lexical,,1785690983
676,vector,,1785690983
677,ungrounded,,1785690983
677,lexical,,1785690983
677,vector,,1785690983
678,ungrounded,,1785690983
678,lexical,,1785690983
678,vector,,1785690983
679,ungrounded,,1785690983
679,lexical,,1785690983
679,vector,,1785690983
680,ungrounded,,1785690984
680,lexical,,1785690984
680,vector,,1785690984
681,ungrounded,,1785690984
681,lexical,,1785690984
681,vector,,1785690984
682,ungrounded,,1785690984
682,lexical,,1785690984
682,vector,,1785690984
683,ungrounded,,1785690984
683,lexical,,1785690984
683,vector,,1785690984
684,ungrounded,,1785690984
684,lexical,,1785690984
684,vector,,1785690984
685,ungrounded,,1785690984
685,lexical,,1785690984
685,vector,,1785690984
686,ungrounded,,1785690984
686,lexical,,1785690984
686,vector,,1785690984
687,ungrounded,,1785690984
687,lexical,,1785690984
687,vector,,1785690984
688,ungrounded,,1785690984
688,lexical,,1785690984
688,vector,,1785690984
689,ungrounded,,1785690984
689,lexical,,1785690984
689,vector,,1785690984
690,ungrounded,,1785690984
690,lexical,,1785690984
690,vector,,1785690984
691,ungrounded,,1785690984
691,lexical,,1785690984
691,vector,,1785690984
692,ungrounded,,1785690984
692,lexical,,1785690984
692,vector,,1785690984
693,ungrounded,,1785690984
693,lexical,,1785690984
693,vector,,1785690984
694,ungrounded,,1785690984
694,lexical,,1785690984
694,vector,,1785690984
695,ungrounded,,1785690984
695,lexical,,1785690984
695,vector,,1785690984
696,ungrounded,,1785690984
696,lexical,,1785690984
696,vector,,1785690984
697,ungrounded,,1785690984
697,lexical,,1785690984
697,vector,,1785690984
698,ungrounded,,1785690984
698,lexical,,1785690984
698,vector,,1785690984
699,ungrounded,,1785690984
699,lexical,,1785690984
699,vector,,1785690984
700,ungrounded,,1785690984
700,lexical,,1785690984
700,vector,,1785690984
701,ungrounded,,1785690984
701,lexical,,1785690984
701,vector,,1785690984
702,ungrounded,,1785690984
702,lexical,,1785690984
702,vector,,1785690984
703,ungrounded,,1785690984
703,lexical,,1785690984
703,vector,,1785690984
704,ungrounded,,1785690984
704,lexical,,1785690984
704,vector,,1785690984
705,ungrounded,,1785690984
705,lexical,,1785690984
705,vector,,1785690984
706,ungrounded,,1785690984
706,lexical,,1785690984
706,vector,,1785690984
707,ungrounded,,1785690984
707,lexical,,1785690984
707,vector,,1785690984
708,ungrounded,,1785690984
708,lexical,,1785690984
708,vector,,1785690984
709,ungrounded,,1785690984
709,lexical,,1785690984
709,vector,,1785690984
710,ungrounded,,1785690985
710,lexical,,1785690985
710,vector,,1785690985
711,ungrounded,,1785690985
711,lexical,,1785690985
711,vector,,1785690985
712,ungrounded,,1785690985
712,lexical,,1785690985
712,vector,,1785690985
713,ungrounded,,1785690985
713,lexical,,1785690985
713,vector,,1785690985
714,ungrounded,,1785690985
714,lexical,,1785690985
714,vector,,1785690985
715,ungrounded,,1785690985
715,lexical,,1785690985
715,vector,,1785690985
716,ungrounded,,1785690985
716,lexical,,1785690985
716,vector,,1785690985
717,ungrounded,,1785690985
717,lexical,,1785690985
717,vector,,1785690985
718,ungrounded,,1785690985
718,lexical,,1785690985
718,vector,,1785690985
719,ungrounded,,1785690985
719,lexical,,1785690985
719,vector,,1785690985
720,ungrounded,,1785690985
720,lexical,,1785690985
720,vector,,1785690985
721,ungrounded,,1785690985
721,lexical,,1785690985
721,vector,,1785690985
722,ungrounded,,1785690985
722,lexical,,1785690985
722,vector,,1785690985
723,ungrounded,,1785690985
723,lexical,,1785690985
723,vector,,1785690985
724,ungrounded,,1785690985
724,lexical,,1785690985
724,vector,,1785690985
725,ungrounded,,1785690985
725,lexical,,1785690985
725,vector,,1785690985
726,ungrounded,,1785690985
726,lexical,,1785690985
726,vector,,1785690985
727,ungrounded,,1785690985
727,lexical,,1785690985
727,vector,,1785690985
728,ungrounded,,1785690985
728,lexical,,1785690985
728,vector,,1785690985
729,ungrounded,,1785690985
729,lexical,,1785690985
729,vector,,1785690985
730,ungrounded,,1785690985
730,lexical,,1785690985
730,vector,,1785690985
731,ungrounded,,1785690985
731,lexical,,1785690985
731,vector,,1785690985
732,ungrounded,,1785690985
732,lexical,,1785690985
732,vector,,1785690985
733,ungrounded,,1785690985
733,lexical,,1785690985
733,vector,,1785690985
734,ungrounded,,1785690985
734,lexical,,1785690985
734,vector,,1785690986
735,ungrounded,,1785690986
735,lexical,,1785690986
735,vector,,1785690986
736,ungrounded,,1785690986
736,lexical,,1785690986
736,vector,,1785690986
737,ungrounded,,1785690986
737,lexical,,1785690986
737,vector,,1785690986
738,ungrounded,,1785690986
738,lexical,,1785690986
738,vector,,1785690986
739,ungrounded,,1785690986
739,lexical,,1785690986
739,vector,,1785690986
740,ungrounded,,1785690986
740,lexical,,1785690986
740,vector,,1785690986
741,ungrounded,,1785690986
741,lexical,,1785690986
741,vector,,1785690986
742,ungrounded,,1785690986
742,lexical,,1785690986
742,vector,,1785690986
743,ungrounded,,1785690986
743,lexical,,1785690986
743,vector,,1785690986
744,ungrounded,,1785690986
744,lexical,,1785690986
744,vector,,1785690986
745,ungrounded,,1785690986
745,lexical,,1785690986
745,vector,,1785690986
746,ungrounded,,1785690986
746,lexical,,1785690986
746,vector,,1785690986
747,ungrounded,,1785690986
747,lexical,,1785690986
747,vector,,1785690986
748,ungrounded,,1785690986
748,lexical,,1785690986
748,vector,,1785690986
749,ungrounded,,1785690986
749,lexical,,1785690986
749,vector,,1785690986
750,ungrounded,,1785690986
750,lexical,,1785690986
750,vector,,1785690986
751,ungrounded,,1785690986
751,lexical,,1785690986
751,vector,,1785690986
752,ungrounded,,1785690986
752,lexical,,1785690986
752,vector,,1785690986
753,ungrounded,,1785690986
753,lexical,,1785690986
753,vector,,1785690986
754,ungrounded,,1785690986
754,lexical,,1785690986
754,vector,,1785690986
755,ungrounded,,1785690986
755,lexical,,1785690986
755,vector,,1785690986
